File Path,File Name,Title,Splunk Query
C:\SigmaRules\sigma\rules\cloud\aws\cloudtrail\aws_root_account_usage.yml,aws_root_account_usage.yml,AWS Root Credentials,userIdentity.type=Root NOT eventType=AwsServiceEvent
C:\SigmaRules\sigma\rules\cloud\aws\cloudtrail\aws_route_53_domain_transferred_lock_disabled.yml,aws_route_53_domain_transferred_lock_disabled.yml,AWS Route 53 Domain Transfer Lock Disabled,eventSource=route53.amazonaws.com eventName=DisableDomainTransferLock
C:\SigmaRules\sigma\rules\cloud\aws\cloudtrail\aws_route_53_domain_transferred_to_another_account.yml,aws_route_53_domain_transferred_to_another_account.yml,AWS Route 53 Domain Transferred to Another Account,eventSource=route53.amazonaws.com eventName=TransferDomainToAnotherAwsAccount
C:\SigmaRules\sigma\rules\cloud\aws\cloudtrail\aws_s3_data_management_tampering.yml,aws_s3_data_management_tampering.yml,AWS S3 Data Management Tampering,"eventSource=s3.amazonaws.com eventName IN (PutBucketLogging, PutBucketWebsite, PutEncryptionConfiguration, PutLifecycleConfiguration, PutReplicationConfiguration, ReplicateObject, RestoreObject)"
C:\SigmaRules\sigma\rules\cloud\aws\cloudtrail\aws_securityhub_finding_evasion.yml,aws_securityhub_finding_evasion.yml,AWS SecurityHub Findings Evasion,"eventSource=securityhub.amazonaws.com eventName IN (BatchUpdateFindings, DeleteInsight, UpdateFindings, UpdateInsight) | table sourceIPAddress,userIdentity.arn"
C:\SigmaRules\sigma\rules\cloud\aws\cloudtrail\aws_snapshot_backup_exfiltration.yml,aws_snapshot_backup_exfiltration.yml,AWS Snapshot Backup Exfiltration,eventSource=ec2.amazonaws.com eventName=ModifySnapshotAttribute
C:\SigmaRules\sigma\rules\cloud\aws\cloudtrail\aws_sso_idp_change.yml,aws_sso_idp_change.yml,AWS Identity Center Identity Provider Change,"eventSource IN (sso-directory.amazonaws.com, sso.amazonaws.com) eventName IN (AssociateDirectory, DisableExternalIdPConfigurationForDirectory, DisassociateDirectory, EnableExternalIdPConfigurationForDirectory)"
C:\SigmaRules\sigma\rules\cloud\aws\cloudtrail\aws_sts_assumerole_misuse.yml,aws_sts_assumerole_misuse.yml,AWS STS AssumeRole Misuse,userIdentity.type=AssumedRole userIdentity.sessionContext.sessionIssuer.type=Role
C:\SigmaRules\sigma\rules\cloud\aws\cloudtrail\aws_sts_getsessiontoken_misuse.yml,aws_sts_getsessiontoken_misuse.yml,AWS STS GetSessionToken Misuse,eventSource=sts.amazonaws.com eventName=GetSessionToken userIdentity.type=IAMUser
C:\SigmaRules\sigma\rules\cloud\aws\cloudtrail\aws_susp_saml_activity.yml,aws_susp_saml_activity.yml,AWS Suspicious SAML Activity,(eventSource=sts.amazonaws.com eventName=AssumeRoleWithSAML) OR (eventSource=iam.amazonaws.com eventName=UpdateSAMLProvider)
C:\SigmaRules\sigma\rules\cloud\aws\cloudtrail\aws_update_login_profile.yml,aws_update_login_profile.yml,AWS User Login Profile Was Modified,Error reading file: 'NoneType' object has no attribute 'format' (while converting rule None)
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_aadhybridhealth_adfs_new_server.yml,azure_aadhybridhealth_adfs_new_server.yml,Azure Active Directory Hybrid Health AD FS New Server,CategoryValue=Administrative ResourceProviderValue=Microsoft.ADHybridHealthService ResourceId=AdFederationService OperationNameValue=Microsoft.ADHybridHealthService/services/servicemembers/action
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_aadhybridhealth_adfs_service_delete.yml,azure_aadhybridhealth_adfs_service_delete.yml,Azure Active Directory Hybrid Health AD FS Service Delete,CategoryValue=Administrative ResourceProviderValue=Microsoft.ADHybridHealthService ResourceId=AdFederationService OperationNameValue=Microsoft.ADHybridHealthService/services/delete
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_ad_user_added_to_admin_role.yml,azure_ad_user_added_to_admin_role.yml,User Added to an Administrator's Azure AD Role,"Operation=Add member to role. Workload=AzureActiveDirectory ModifiedProperties{}.NewValue IN (Admins, Administrator)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_application_deleted.yml,azure_application_deleted.yml,Azure Application Deleted,"properties.message IN (Delete application, Hard Delete application)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_application_gateway_modified_or_deleted.yml,azure_application_gateway_modified_or_deleted.yml,Azure Application Gateway Modified or Deleted,"operationName IN (MICROSOFT.NETWORK/APPLICATIONGATEWAYS/WRITE, MICROSOFT.NETWORK/APPLICATIONGATEWAYS/DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_application_security_group_modified_or_deleted.yml,azure_application_security_group_modified_or_deleted.yml,Azure Application Security Group Modified or Deleted,"operationName IN (MICROSOFT.NETWORK/APPLICATIONSECURITYGROUPS/WRITE, MICROSOFT.NETWORK/APPLICATIONSECURITYGROUPS/DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_app_credential_modification.yml,azure_app_credential_modification.yml,Azure Application Credential Modified,properties.message=Update application - Certificates and secrets management
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_container_registry_created_or_deleted.yml,azure_container_registry_created_or_deleted.yml,Azure Container Registry Created or Deleted,"operationName IN (MICROSOFT.CONTAINERREGISTRY/REGISTRIES/WRITE, MICROSOFT.CONTAINERREGISTRY/REGISTRIES/DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_creating_number_of_resources_detection.yml,azure_creating_number_of_resources_detection.yml,Number Of Resource Creation Or Deployment Activities,Microsoft.Compute/virtualMachines/write OR Microsoft.Resources/deployments/write
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_device_no_longer_managed_or_compliant.yml,azure_device_no_longer_managed_or_compliant.yml,Azure Device No Longer Managed or Compliant,"properties.message IN (Device no longer compliant, Device no longer managed)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_device_or_configuration_modified_or_deleted.yml,azure_device_or_configuration_modified_or_deleted.yml,Azure Device or Configuration Modified or Deleted,"properties.message IN (Delete device, Delete device configuration, Update device, Update device configuration)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_dns_zone_modified_or_deleted.yml,azure_dns_zone_modified_or_deleted.yml,Azure DNS Zone Modified or Deleted,"operationName=MICROSOFT.NETWORK/DNSZONES operationName IN (/WRITE, /DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_firewall_modified_or_deleted.yml,azure_firewall_modified_or_deleted.yml,Azure Firewall Modified or Deleted,"operationName IN (MICROSOFT.NETWORK/AZUREFIREWALLS/WRITE, MICROSOFT.NETWORK/AZUREFIREWALLS/DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_firewall_rule_collection_modified_or_deleted.yml,azure_firewall_rule_collection_modified_or_deleted.yml,Azure Firewall Rule Collection Modified or Deleted,"operationName IN (MICROSOFT.NETWORK/AZUREFIREWALLS/APPLICATIONRULECOLLECTIONS/WRITE, MICROSOFT.NETWORK/AZUREFIREWALLS/APPLICATIONRULECOLLECTIONS/DELETE, MICROSOFT.NETWORK/AZUREFIREWALLS/NATRULECOLLECTIONS/WRITE, MICROSOFT.NETWORK/AZUREFIREWALLS/NATRULECOLLECTIONS/DELETE, MICROSOFT.NETWORK/AZUREFIREWALLS/NETWORKRULECOLLECTIONS/WRITE, MICROSOFT.NETWORK/AZUREFIREWALLS/NETWORKRULECOLLECTIONS/DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_granting_permission_detection.yml,azure_granting_permission_detection.yml,Granting Of Permissions To An Account,Microsoft.Authorization/roleAssignments/write
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_keyvault_key_modified_or_deleted.yml,azure_keyvault_key_modified_or_deleted.yml,Azure Keyvault Key Modified or Deleted,"operationName IN (MICROSOFT.KEYVAULT/VAULTS/KEYS/UPDATE/ACTION, MICROSOFT.KEYVAULT/VAULTS/KEYS/CREATE, MICROSOFT.KEYVAULT/VAULTS/KEYS/CREATE/ACTION, MICROSOFT.KEYVAULT/VAULTS/KEYS/IMPORT/ACTION, MICROSOFT.KEYVAULT/VAULTS/KEYS/RECOVER/ACTION, MICROSOFT.KEYVAULT/VAULTS/KEYS/RESTORE/ACTION, MICROSOFT.KEYVAULT/VAULTS/KEYS/DELETE, MICROSOFT.KEYVAULT/VAULTS/KEYS/BACKUP/ACTION, MICROSOFT.KEYVAULT/VAULTS/KEYS/PURGE/ACTION)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_keyvault_modified_or_deleted.yml,azure_keyvault_modified_or_deleted.yml,Azure Key Vault Modified or Deleted,"operationName IN (MICROSOFT.KEYVAULT/VAULTS/WRITE, MICROSOFT.KEYVAULT/VAULTS/DELETE, MICROSOFT.KEYVAULT/VAULTS/DEPLOY/ACTION, MICROSOFT.KEYVAULT/VAULTS/ACCESSPOLICIES/WRITE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_keyvault_secrets_modified_or_deleted.yml,azure_keyvault_secrets_modified_or_deleted.yml,Azure Keyvault Secrets Modified or Deleted,"operationName IN (MICROSOFT.KEYVAULT/VAULTS/SECRETS/WRITE, MICROSOFT.KEYVAULT/VAULTS/SECRETS/DELETE, MICROSOFT.KEYVAULT/VAULTS/SECRETS/BACKUP/ACTION, MICROSOFT.KEYVAULT/VAULTS/SECRETS/PURGE/ACTION, MICROSOFT.KEYVAULT/VAULTS/SECRETS/UPDATE/ACTION, MICROSOFT.KEYVAULT/VAULTS/SECRETS/RECOVER/ACTION, MICROSOFT.KEYVAULT/VAULTS/SECRETS/RESTORE/ACTION, MICROSOFT.KEYVAULT/VAULTS/SECRETS/SETSECRET/ACTION)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_kubernetes_admission_controller.yml,azure_kubernetes_admission_controller.yml,Azure Kubernetes Admission Controller,"operationName IN (MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/ADMISSIONREGISTRATION.K8S.IO, MICROSOFT.CONTAINERSERVICE/MANAGEDCLUSTERS/ADMISSIONREGISTRATION.K8S.IO) operationName IN (/MUTATINGWEBHOOKCONFIGURATIONS/WRITE, /VALIDATINGWEBHOOKCONFIGURATIONS/WRITE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_kubernetes_cluster_created_or_deleted.yml,azure_kubernetes_cluster_created_or_deleted.yml,Azure Kubernetes Cluster Created or Deleted,"operationName IN (MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/WRITE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_kubernetes_cronjob.yml,azure_kubernetes_cronjob.yml,Azure Kubernetes CronJob,"operationName IN (MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/BATCH, MICROSOFT.CONTAINERSERVICE/MANAGEDCLUSTERS/BATCH) operationName IN (/CRONJOBS/WRITE, /JOBS/WRITE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_kubernetes_events_deleted.yml,azure_kubernetes_events_deleted.yml,Azure Kubernetes Events Deleted,operationName=MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/EVENTS.K8S.IO/EVENTS/DELETE
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_kubernetes_network_policy_change.yml,azure_kubernetes_network_policy_change.yml,Azure Kubernetes Network Policy Change,"operationName IN (MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/NETWORKING.K8S.IO/NETWORKPOLICIES/WRITE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/NETWORKING.K8S.IO/NETWORKPOLICIES/DELETE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/EXTENSIONS/NETWORKPOLICIES/WRITE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/EXTENSIONS/NETWORKPOLICIES/DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_kubernetes_pods_deleted.yml,azure_kubernetes_pods_deleted.yml,Azure Kubernetes Pods Deleted,operationName=MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/PODS/DELETE
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_kubernetes_rolebinding_modified_or_deleted.yml,azure_kubernetes_rolebinding_modified_or_deleted.yml,Azure Kubernetes RoleBinding/ClusterRoleBinding Modified and Deleted,"operationName IN (MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/RBAC.AUTHORIZATION.K8S.IO/CLUSTERROLEBINDINGS/WRITE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/RBAC.AUTHORIZATION.K8S.IO/CLUSTERROLEBINDINGS/DELETE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/RBAC.AUTHORIZATION.K8S.IO/ROLEBINDINGS/WRITE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/RBAC.AUTHORIZATION.K8S.IO/ROLEBINDINGS/DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_kubernetes_role_access.yml,azure_kubernetes_role_access.yml,Azure Kubernetes Sensitive Role Access,"operationName IN (MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/RBAC.AUTHORIZATION.K8S.IO/ROLES/WRITE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/RBAC.AUTHORIZATION.K8S.IO/ROLES/DELETE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/RBAC.AUTHORIZATION.K8S.IO/ROLES/BIND/ACTION, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/RBAC.AUTHORIZATION.K8S.IO/ROLES/ESCALATE/ACTION, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/RBAC.AUTHORIZATION.K8S.IO/CLUSTERROLES/WRITE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/RBAC.AUTHORIZATION.K8S.IO/CLUSTERROLES/DELETE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/RBAC.AUTHORIZATION.K8S.IO/CLUSTERROLES/BIND/ACTION, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/RBAC.AUTHORIZATION.K8S.IO/CLUSTERROLES/ESCALATE/ACTION)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_kubernetes_secret_or_config_object_access.yml,azure_kubernetes_secret_or_config_object_access.yml,Azure Kubernetes Secret or Config Object Access,"operationName IN (MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/CONFIGMAPS/WRITE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/CONFIGMAPS/DELETE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/SECRETS/WRITE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/SECRETS/DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_kubernetes_service_account_modified_or_deleted.yml,azure_kubernetes_service_account_modified_or_deleted.yml,Azure Kubernetes Service Account Modified or Deleted,"operationName IN (MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/SERVICEACCOUNTS/WRITE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/SERVICEACCOUNTS/DELETE, MICROSOFT.KUBERNETES/CONNECTEDCLUSTERS/SERVICEACCOUNTS/IMPERSONATE/ACTION)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_mfa_disabled.yml,azure_mfa_disabled.yml,Disabled MFA to Bypass Authentication Mechanisms,eventSource=AzureActiveDirectory eventName=Disable Strong Authentication. status=success
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_network_firewall_policy_modified_or_deleted.yml,azure_network_firewall_policy_modified_or_deleted.yml,Azure Network Firewall Policy Modified or Deleted,"operationName IN (MICROSOFT.NETWORK/FIREWALLPOLICIES/WRITE, MICROSOFT.NETWORK/FIREWALLPOLICIES/JOIN/ACTION, MICROSOFT.NETWORK/FIREWALLPOLICIES/CERTIFICATES/ACTION, MICROSOFT.NETWORK/FIREWALLPOLICIES/DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_network_firewall_rule_modified_or_deleted.yml,azure_network_firewall_rule_modified_or_deleted.yml,Azure Firewall Rule Configuration Modified or Deleted,"operationName IN (MICROSOFT.NETWORK/FIREWALLPOLICIES/RULECOLLECTIONGROUPS/WRITE, MICROSOFT.NETWORK/FIREWALLPOLICIES/RULECOLLECTIONGROUPS/DELETE, MICROSOFT.NETWORK/FIREWALLPOLICIES/RULEGROUPS/WRITE, MICROSOFT.NETWORK/FIREWALLPOLICIES/RULEGROUPS/DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_network_p2s_vpn_modified_or_deleted.yml,azure_network_p2s_vpn_modified_or_deleted.yml,Azure Point-to-site VPN Modified or Deleted,"operationName IN (MICROSOFT.NETWORK/P2SVPNGATEWAYS/WRITE, MICROSOFT.NETWORK/P2SVPNGATEWAYS/DELETE, MICROSOFT.NETWORK/P2SVPNGATEWAYS/RESET/ACTION, MICROSOFT.NETWORK/P2SVPNGATEWAYS/GENERATEVPNPROFILE/ACTION, MICROSOFT.NETWORK/P2SVPNGATEWAYS/DISCONNECTP2SVPNCONNECTIONS/ACTION, MICROSOFT.NETWORK/P2SVPNGATEWAYS/PROVIDERS/MICROSOFT.INSIGHTS/DIAGNOSTICSETTINGS/WRITE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_network_security_modified_or_deleted.yml,azure_network_security_modified_or_deleted.yml,Azure Network Security Configuration Modified or Deleted,"operationName IN (MICROSOFT.NETWORK/NETWORKSECURITYGROUPS/WRITE, MICROSOFT.NETWORK/NETWORKSECURITYGROUPS/DELETE, MICROSOFT.NETWORK/NETWORKSECURITYGROUPS/SECURITYRULES/WRITE, MICROSOFT.NETWORK/NETWORKSECURITYGROUPS/SECURITYRULES/DELETE, MICROSOFT.NETWORK/NETWORKSECURITYGROUPS/JOIN/ACTION, MICROSOFT.NETWORK/NETWORKSECURITYGROUPS/PROVIDERS/MICROSOFT.INSIGHTS/DIAGNOSTICSETTINGS/WRITE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_network_virtual_device_modified_or_deleted.yml,azure_network_virtual_device_modified_or_deleted.yml,Azure Virtual Network Device Modified or Deleted,"operationName IN (MICROSOFT.NETWORK/NETWORKINTERFACES/TAPCONFIGURATIONS/WRITE, MICROSOFT.NETWORK/NETWORKINTERFACES/TAPCONFIGURATIONS/DELETE, MICROSOFT.NETWORK/NETWORKINTERFACES/WRITE, MICROSOFT.NETWORK/NETWORKINTERFACES/JOIN/ACTION, MICROSOFT.NETWORK/NETWORKINTERFACES/DELETE, MICROSOFT.NETWORK/NETWORKVIRTUALAPPLIANCES/DELETE, MICROSOFT.NETWORK/NETWORKVIRTUALAPPLIANCES/WRITE, MICROSOFT.NETWORK/VIRTUALHUBS/DELETE, MICROSOFT.NETWORK/VIRTUALHUBS/WRITE, MICROSOFT.NETWORK/VIRTUALROUTERS/WRITE, MICROSOFT.NETWORK/VIRTUALROUTERS/DELETE)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_new_cloudshell_created.yml,azure_new_cloudshell_created.yml,Azure New CloudShell Created,operationName=MICROSOFT.PORTAL/CONSOLES/WRITE
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_owner_removed_from_application_or_service_principal.yml,azure_owner_removed_from_application_or_service_principal.yml,Azure Owner Removed From Application or Service Principal,"properties.message IN (Remove owner from service principal, Remove owner from application)"
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_rare_operations.yml,azure_rare_operations.yml,Rare Subscription-level Operations In Azure,Microsoft.DocumentDB/databaseAccounts/listKeys/action OR Microsoft.Maps/accounts/listKeys/action OR Microsoft.Media/mediaservices/listKeys/action OR Microsoft.CognitiveServices/accounts/listKeys/action OR Microsoft.Storage/storageAccounts/listKeys/action OR Microsoft.Compute/snapshots/write OR Microsoft.Network/networkSecurityGroups/write
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_service_principal_created.yml,azure_service_principal_created.yml,Azure Service Principal Created,properties.message=Add service principal
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_service_principal_removed.yml,azure_service_principal_removed.yml,Azure Service Principal Removed,properties.message=Remove service principal
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_subscription_permissions_elevation_via_activitylogs.yml,azure_subscription_permissions_elevation_via_activitylogs.yml,Azure Subscription Permission Elevation Via ActivityLogs,operationName=MICROSOFT.AUTHORIZATION/ELEVATEACCESS/ACTION
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_suppression_rule_created.yml,azure_suppression_rule_created.yml,Azure Suppression Rule Created,operationName=MICROSOFT.SECURITY/ALERTSSUPPRESSIONRULES/WRITE
C:\SigmaRules\sigma\rules\cloud\azure\activity_logs\azure_virtual_network_modified_or_deleted.yml,azure_virtual_network_modified_or_deleted.yml,Azure Virtual Network Modified or Deleted,"operationName IN (MICROSOFT.NETWORK/VIRTUALNETWORKGATEWAYS/, MICROSOFT.NETWORK/VIRTUALNETWORKS/) operationName IN (/WRITE, /DELETE)"
